Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,,-3,15,6.2,30198,205,30,3,10,5.5,1385|3773|5595,CREB1|KCNJ16|MAPK3,-1.4,mRMR-SVM
KEGG Pathway,24,hsa05205,Proteoglycans in cancer,,-3,15,6.2,30198,205,30,3,10,5.5,208|1499|5595,AKT2|CTNNB1|MAPK3,-1.4,mRMR-SVM
GO Biological Processes,19,GO:0032868,response to insulin,19_GO:0050896 response to stimulus,-2.9,15,6.2,30198,207,30,3,10,5.5,208|6464|6599,AKT2|SHC1|SMARCC1,-1.4,mRMR-SVM
GO Biological Processes,19,GO:0060348,bone development,19_GO:0032502 developmental process,-2.9,14,6.2,30198,209,30,3,10,5.5,1311|3815|8817,COMP|KIT|FGF18,-1.4,mRMR-SVM
GO Biological Processes,19,GO:0009952,anterior/posterior pattern specification,19_GO:0032502 developmental process,-2.9,14,6.1,30198,210,30,3,10,5.5,1499|4040|4089,CTNNB1|LRP6|SMAD4,-1.4,mRMR-SVM
Reactome Gene Sets,6,R-HSA-5357801,Programmed Cell Death,,-2.9,14,6.1,30198,210,30,3,10,5.5,208|1499|5595,AKT2|CTNNB1|MAPK3,-1.4,mRMR-SVM
GO Biological Processes,19,GO:0061448,connective tissue development,19_GO:0032502 developmental process,-2.9,14,6.1,30198,211,30,3,10,5.5,1311|5595|8817,COMP|MAPK3|FGF18,-1.4,mRMR-SVM
GO Biological Processes,19,GO:0042063,gliogenesis,19_GO:0032502 developmental process,-2.9,14,6.1,30198,213,30,3,10,5.5,208|1499|5595,AKT2|CTNNB1|MAPK3,-1.4,mRMR-SVM
GO Biological Processes,19,GO:0032870,cellular response to hormone stimulus,19_GO:0050896 response to stimulus,-2.9,8.4,5.1,30198,481,30,4,13,6.2,208|3815|6464|6599,AKT2|KIT|SHC1|SMARCC1,-1.4,mRMR-SVM
GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-2.9,8.3,5.1,30198,484,30,4,13,6.2,905|1311|1499|4089,CCNT2|COMP|CTNNB1|SMAD4,-1.3,mRMR-SVM
GO Biological Processes,19,GO:0008406,gonad development,19_GO:0022414 reproductive process,-2.9,14,6,30198,220,30,3,10,5.5,3815|4089|4436,KIT|SMAD4|MSH2,-1.3,mRMR-SVM
GO Biological Processes,19,GO:0070374,positive regulation of ERK1 and ERK2 cascade,19_GO:0023052 signaling,-2.9,14,6,30198,221,30,3,10,5.5,5595|6464|8817,MAPK3|SHC1|FGF18,-1.3,mRMR-SVM
KEGG Pathway,24,hsa04024,cAMP signaling pathway,,-2.9,14,6,30198,221,30,3,10,5.5,208|1385|5595,AKT2|CREB1|MAPK3,-1.3,mRMR-SVM
GO Biological Processes,19,GO:0050769,positive regulation of neurogenesis,19_GO:0032502 developmental process,-2.9,14,5.9,30198,222,30,3,10,5.5,1499|1523|3815,CTNNB1|CUX1|KIT,-1.3,mRMR-SVM
GO Biological Processes,19,GO:0071902,positive regulation of protein serine/threonine kinase activity,19_GO:0048518 positive regulation of biological process,-2.9,13,5.9,30198,224,30,3,10,5.5,905|3815|8817,CCNT2|KIT|FGF18,-1.3,mRMR-SVM
GO Biological Processes,19,GO:0048705,skeletal system morphogenesis,19_GO:0032502 developmental process,-2.8,13,5.9,30198,225,30,3,10,5.5,1311|1499|8817,COMP|CTNNB1|FGF18,-1.3,mRMR-SVM
GO Biological Processes,19,GO:0045137,development of primary sexual characteristics,19_GO:0022414 reproductive process,-2.8,13,5.9,30198,225,30,3,10,5.5,3815|4089|4436,KIT|SMAD4|MSH2,-1.3,mRMR-SVM
GO Biological Processes,19,GO:0060284,regulation of cell development,19_GO:0032502 developmental process,-2.8,8,5,30198,501,30,4,13,6.2,1499|1523|3815|4089,CTNNB1|CUX1|KIT|SMAD4,-1.3,mRMR-SVM
GO Biological Processes,19,GO:0071407,cellular response to organic cyclic compound,19_GO:0050896 response to stimulus,-2.8,8,5,30198,505,30,4,13,6.2,1385|1499|4040|5595,CREB1|CTNNB1|LRP6|MAPK3,-1.3,mRMR-SVM
Reactome Gene Sets,6,R-HSA-201681,TCF dependent signaling in response to WNT,,-2.8,13,5.8,30198,233,30,3,10,5.5,208|1499|4040,AKT2|CTNNB1|LRP6,-1.3,mRMR-SVM
GO Biological Processes,19,GO:0001894,tissue homeostasis,19_GO:0032501 multicellular organismal process,-2.8,13,5.8,30198,235,30,3,10,5.5,1311|1499|115861,COMP|CTNNB1|NXNL1,-1.3,mRMR-SVM
GO Biological Processes,19,GO:0071375,cellular response to peptide hormone stimulus,19_GO:0050896 response to stimulus,-2.8,13,5.7,30198,238,30,3,10,5.5,208|6464|6599,AKT2|SHC1|SMARCC1,-1.3,mRMR-SVM
GO Biological Processes,19,GO:0010035,response to inorganic substance,19_GO:0050896 response to stimulus,-2.8,7.7,4.9,30198,521,30,4,13,6.2,1385|3043|3815|5595,CREB1|HBB|KIT|MAPK3,-1.3,mRMR-SVM
GO Biological Processes,19,GO:0097305,response to alcohol,19_GO:0050896 response to stimulus,-2.8,13,5.7,30198,239,30,3,10,5.5,1385|1499|4040,CREB1|CTNNB1|LRP6,-1.3,mRMR-SVM
GO Biological Processes,19,GO:0043065,positive regulation of apoptotic process,19_GO:0048518 positive regulation of biological process,-2.8,7.6,4.8,30198,529,30,4,13,6.2,1499|4089|4616|9774,CTNNB1|SMAD4|GADD45B|BCLAF1,-1.2,mRMR-SVM
GO Biological Processes,19,GO:0006366,transcription by RNA polymerase II,19_GO:0008152 metabolic process,-2.7,12,5.6,30198,244,30,3,10,5.5,905|1385|4800,CCNT2|CREB1|NFYA,-1.2,mRMR-SVM
GO Biological Processes,19,GO:0051052,regulation of DNA metabolic process,19_GO:0008152 metabolic process,-2.7,7.5,4.8,30198,537,30,4,13,6.2,1499|4436|5595|6599,CTNNB1|MSH2|MAPK3|SMARCC1,-1.2,mRMR-SVM
KEGG Pathway,24,hsa05132,Salmonella infection,,-2.7,12,5.6,30198,249,30,3,10,5.5,208|1499|5595,AKT2|CTNNB1|MAPK3,-1.2,mRMR-SVM
WikiPathways,27,WP382,MAPK signaling pathway,,-2.7,12,5.6,30198,249,30,3,10,5.5,208|5595|8817,AKT2|MAPK3|FGF18,-1.2,mRMR-SVM
GO Biological Processes,19,GO:0007507,heart development,19_GO:0032502 developmental process,-2.7,7.4,4.8,30198,541,30,4,13,6.2,1499|4089|5595|6464,CTNNB1|SMAD4|MAPK3|SHC1,-1.2,mRMR-SVM
GO Biological Processes,19,GO:0033044,regulation of chromosome organization,19_GO:0050789 regulation of biological process,-2.7,12,5.5,30198,250,30,3,10,5.5,1499|5595|6599,CTNNB1|MAPK3|SMARCC1,-1.2,mRMR-SVM
GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-2.7,7.4,4.8,30198,543,30,4,13,6.2,1499|4089|4616|9774,CTNNB1|SMAD4|GADD45B|BCLAF1,-1.2,mRMR-SVM
Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-2.7,7.3,4.7,30198,552,30,4,13,6.2,1284|1385|5595|6464,COL4A2|CREB1|MAPK3|SHC1,-1.2,mRMR-SVM
GO Biological Processes,19,GO:0030098,lymphocyte differentiation,19_GO:0002376 immune system process,-2.7,12,5.5,30198,257,30,3,10,5.5,1499|3815|4436,CTNNB1|KIT|MSH2,-1.2,mRMR-SVM
GO Biological Processes,19,GO:0043588,skin development,19_GO:0032502 developmental process,-2.7,12,5.4,30198,259,30,3,10,5.5,1311|1499|4089,COMP|CTNNB1|SMAD4,-1.2,mRMR-SVM
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-2.7,7.2,4.7,30198,560,30,4,13,6.2,208|3815|5595|8817,AKT2|KIT|MAPK3|FGF18,-1.2,mRMR-SVM
GO Biological Processes,19,GO:0051091,positive regulation of DNA-binding transcription factor activity,19_GO:0008152 metabolic process,-2.6,11,5.4,30198,265,30,3,10,5.5,1499|3815|4040,CTNNB1|KIT|LRP6,-1.1,mRMR-SVM
Reactome Gene Sets,6,R-HSA-112315,Transmission across Chemical Synapses,,-2.6,11,5.3,30198,270,30,3,10,5.5,1385|3773|5595,CREB1|KCNJ16|MAPK3,-1.1,mRMR-SVM
GO Biological Processes,19,GO:0051962,positive regulation of nervous system development,19_GO:0032502 developmental process,-2.6,11,5.3,30198,270,30,3,10,5.5,1499|1523|3815,CTNNB1|CUX1|KIT,-1.1,mRMR-SVM
GO Biological Processes,19,GO:0048598,embryonic morphogenesis,19_GO:0032502 developmental process,-2.6,7,4.6,30198,576,30,4,13,6.2,1284|1499|4089|5595,COL4A2|CTNNB1|SMAD4|MAPK3,-1.1,mRMR-SVM
GO Biological Processes,19,GO:0030855,epithelial cell differentiation,19_GO:0032502 developmental process,-2.6,7,4.6,30198,576,30,4,13,6.2,208|1385|1499|4089,AKT2|CREB1|CTNNB1|SMAD4,-1.1,mRMR-SVM
GO Biological Processes,19,GO:0030198,extracellular matrix organization,19_GO:0009987 cellular process,-2.6,11,5.3,30198,271,30,3,10,5.5,1284|1311|4320,COL4A2|COMP|MMP11,-1.1,mRMR-SVM
Reactome Gene Sets,6,R-HSA-9675108,Nervous system development,,-2.6,7,4.6,30198,577,30,4,13,6.2,1284|1385|5595|6464,COL4A2|CREB1|MAPK3|SHC1,-1.1,mRMR-SVM
GO Biological Processes,19,GO:0043062,extracellular structure organization,19_GO:0009987 cellular process,-2.6,11,5.3,30198,272,30,3,10,5.5,1284|1311|4320,COL4A2|COMP|MMP11,-1.1,mRMR-SVM
GO Biological Processes,19,GO:0045229,external encapsulating structure organization,19_GO:0009987 cellular process,-2.6,11,5.3,30198,274,30,3,10,5.5,1284|1311|4320,COL4A2|COMP|MMP11,-1.1,mRMR-SVM
Canonical Pathways,11,M5884,NABA CORE MATRISOME,,-2.6,11,5.2,30198,275,30,3,10,5.5,1284|1311|3489,COL4A2|COMP|IGFBP6,-1.1,mRMR-SVM
GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-2.6,6.9,4.5,30198,584,30,4,13,6.2,208|3815|5595|8817,AKT2|KIT|MAPK3|FGF18,-1.1,mRMR-SVM
GO Biological Processes,19,GO:0060249,anatomical structure homeostasis,19_GO:0065007 biological regulation,-2.6,11,5.2,30198,279,30,3,10,5.5,1311|1499|115861,COMP|CTNNB1|NXNL1,-1.1,mRMR-SVM
WikiPathways,27,WP4754,IL-18 signaling pathway,,-2.6,11,5.2,30198,279,30,3,10,5.5,1499|5595|5966,CTNNB1|MAPK3|REL,-1.1,mRMR-SVM
GO Biological Processes,19,GO:0051272,positive regulation of cellular component movement,19_GO:0051179 localization,-2.6,6.7,4.5,30198,597,30,4,13,6.2,208|3815|5595|8817,AKT2|KIT|MAPK3|FGF18,-1.1,mRMR-SVM
GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-2.6,6.7,4.5,30198,599,30,4,13,6.2,208|3815|5595|8817,AKT2|KIT|MAPK3|FGF18,-1.1,mRMR-SVM
GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0002376 immune system process,-2.5,10,5,30198,295,30,3,10,5.5,1499|3815|4436,CTNNB1|KIT|MSH2,-1,mRMR-SVM
GO Biological Processes,19,GO:0007281,germ cell development,19_GO:0022414 reproductive process,-2.5,10,5,30198,296,30,3,10,5.5,1499|3815|4436,CTNNB1|KIT|MSH2,-1,mRMR-SVM
GO Biological Processes,19,GO:0010720,positive regulation of cell development,19_GO:0032502 developmental process,-2.5,10,5,30198,297,30,3,10,5.5,1499|1523|3815,CTNNB1|CUX1|KIT,-1,mRMR-SVM
Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-2.5,10,5,30198,301,30,3,10,5.5,1284|1311|4320,COL4A2|COMP|MMP11,-1,mRMR-SVM
GO Biological Processes,19,GO:0043009,chordate embryonic development,19_GO:0032502 developmental process,-2.5,6.4,4.3,30198,632,30,4,13,6.2,1499|4040|4089|4436,CTNNB1|LRP6|SMAD4|MSH2,-1,mRMR-SVM
GO Biological Processes,19,GO:1901653,cellular response to peptide,19_GO:0050896 response to stimulus,-2.5,9.9,4.9,30198,305,30,3,10,5.5,208|6464|6599,AKT2|SHC1|SMARCC1,-1,mRMR-SVM
Reactome Gene Sets,6,R-HSA-388396,GPCR downstream signalling,,-2.5,6.4,4.3,30198,633,30,4,13,6.2,208|1385|5595|6464,AKT2|CREB1|MAPK3|SHC1,-1,mRMR-SVM
GO Biological Processes,19,GO:1902105,regulation of leukocyte differentiation,19_GO:0002376 immune system process,-2.5,9.9,4.9,30198,306,30,3,10,5.5,1385|1499|6599,CREB1|CTNNB1|SMARCC1,-1,mRMR-SVM
GO Biological Processes,19,GO:0009416,response to light stimulus,19_GO:0050896 response to stimulus,-2.5,9.8,4.9,30198,308,30,3,10,5.5,208|3815|4436,AKT2|KIT|MSH2,-0.99,mRMR-SVM
GO Biological Processes,19,GO:0009792,embryo development ending in birth or egg hatching,19_GO:0032502 developmental process,-2.4,6.2,4.2,30198,653,30,4,13,6.2,1499|4040|4089|4436,CTNNB1|LRP6|SMAD4|MSH2,-0.96,mRMR-SVM
GO Biological Processes,19,GO:0048534,hematopoietic or lymphoid organ development,19_GO:0002376 immune system process,-2.4,6.1,4.2,30198,655,30,4,13,6.2,1499|3815|4436|5595,CTNNB1|KIT|MSH2|MAPK3,-0.95,mRMR-SVM
GO Biological Processes,19,GO:0042060,wound healing,19_GO:0050896 response to stimulus,-2.4,9.2,4.7,30198,330,30,3,10,5.5,1311|3043|4089,COMP|HBB|SMAD4,-0.92,mRMR-SVM
Reactome Gene Sets,6,R-HSA-5653656,Vesicle-mediated transport,,-2.4,6,4.1,30198,673,30,4,13,6.2,208|1284|1523|3043,AKT2|COL4A2|CUX1|HBB,-0.92,mRMR-SVM
GO Biological Processes,19,GO:0090287,regulation of cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-2.4,9.1,4.7,30198,331,30,3,10,5.5,1499|4089|8817,CTNNB1|SMAD4|FGF18,-0.92,mRMR-SVM
Reactome Gene Sets,6,R-HSA-195721,Signaling by WNT,,-2.4,9.1,4.7,30198,332,30,3,10,5.5,208|1499|4040,AKT2|CTNNB1|LRP6,-0.91,mRMR-SVM
GO Biological Processes,19,GO:0003002,regionalization,19_GO:0032502 developmental process,-2.4,9,4.7,30198,335,30,3,10,5.5,1499|4040|4089,CTNNB1|LRP6|SMAD4,-0.9,mRMR-SVM
GO Biological Processes,19,GO:0019216,regulation of lipid metabolic process,19_GO:0008152 metabolic process,-2.3,8.9,4.6,30198,341,30,3,10,5.5,208|1385|3815,AKT2|CREB1|KIT,-0.88,mRMR-SVM
GO Biological Processes,19,GO:0002520,immune system development,19_GO:0002376 immune system process,-2.3,5.8,4,30198,699,30,4,13,6.2,1499|3815|4436|5595,CTNNB1|KIT|MSH2|MAPK3,-0.87,mRMR-SVM
GO Biological Processes,19,GO:0045596,negative regulation of cell differentiation,19_GO:0032502 developmental process,-2.3,5.8,4,30198,699,30,4,13,6.2,1499|4089|4320|6599,CTNNB1|SMAD4|MMP11|SMARCC1,-0.87,mRMR-SVM
GO Biological Processes,19,GO:0045765,regulation of angiogenesis,19_GO:0032502 developmental process,-2.3,8.7,4.6,30198,347,30,3,10,5.5,1284|1499|8817,COL4A2|CTNNB1|FGF18,-0.87,mRMR-SVM
GO Biological Processes,19,GO:0006468,protein phosphorylation,19_GO:0008152 metabolic process,-2.3,5.7,4,30198,704,30,4,13,6.2,208|1385|3815|5595,AKT2|CREB1|KIT|MAPK3,-0.86,mRMR-SVM
GO Biological Processes,19,GO:0010038,response to metal ion,19_GO:0050896 response to stimulus,-2.3,8.6,4.5,30198,351,30,3,10,5.5,1385|3815|5595,CREB1|KIT|MAPK3,-0.86,mRMR-SVM
Reactome Gene Sets,6,R-HSA-372790,Signaling by GPCR,,-2.3,5.7,4,30198,708,30,4,13,6.2,208|1385|5595|6464,AKT2|CREB1|MAPK3|SHC1,-0.85,mRMR-SVM
GO Biological Processes,19,GO:1901342,regulation of vasculature development,19_GO:0032502 developmental process,-2.3,8.6,4.5,30198,353,30,3,10,5.5,1284|1499|8817,COL4A2|CTNNB1|FGF18,-0.85,mRMR-SVM
Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-2.3,5.6,4,30198,715,30,4,13,6.2,208|1385|5595|6464,AKT2|CREB1|MAPK3|SHC1,-0.84,mRMR-SVM
GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0002376 immune system process,-2.3,8.4,4.5,30198,358,30,3,10,5.5,1499|3815|4436,CTNNB1|KIT|MSH2,-0.84,mRMR-SVM
GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0023052 signaling,-2.3,8.4,4.4,30198,360,30,3,10,5.5,3815|4089|5595,KIT|SMAD4|MAPK3,-0.83,mRMR-SVM
Reactome Gene Sets,6,R-HSA-3700989,Transcriptional Regulation by TP53,,-2.3,8.3,4.4,30198,362,30,3,10,5.5,208|905|4436,AKT2|CCNT2|MSH2,-0.82,mRMR-SVM
GO Biological Processes,19,GO:0048871,multicellular organismal homeostasis,19_GO:0032501 multicellular organismal process,-2.3,8.3,4.4,30198,363,30,3,10,5.5,1311|1499|115861,COMP|CTNNB1|NXNL1,-0.82,mRMR-SVM
GO Biological Processes,19,GO:0050767,regulation of neurogenesis,19_GO:0032502 developmental process,-2.3,8.3,4.4,30198,364,30,3,10,5.5,1499|1523|3815,CTNNB1|CUX1|KIT,-0.82,mRMR-SVM
GO Biological Processes,19,GO:0051098,regulation of binding,19_GO:0065007 biological regulation,-2.2,8.2,4.4,30198,367,30,3,10,5.5,1499|4089|5595,CTNNB1|SMAD4|MAPK3,-0.81,mRMR-SVM
GO Biological Processes,19,GO:0050878,regulation of body fluid levels,19_GO:0065007 biological regulation,-2.2,8.1,4.4,30198,371,30,3,10,5.5,1311|1385|3043,COMP|CREB1|HBB,-0.8,mRMR-SVM
GO Biological Processes,19,GO:0007276,gamete generation,19_GO:0022414 reproductive process,-2.2,5.4,3.9,30198,739,30,4,13,6.2,1499|3815|4089|4436,CTNNB1|KIT|SMAD4|MSH2,-0.8,mRMR-SVM
GO Biological Processes,19,GO:0040007,growth,19_GO:0040007 growth,-2.2,8.1,4.3,30198,373,30,3,10,5.5,1311|1499|4089,COMP|CTNNB1|SMAD4,-0.79,mRMR-SVM
GO Biological Processes,19,GO:0048589,developmental growth,19_GO:0040007 growth,-2.2,8.1,4.3,30198,373,30,3,10,5.5,1311|1499|4089,COMP|CTNNB1|SMAD4,-0.79,mRMR-SVM
GO Biological Processes,19,GO:0001701,in utero embryonic development,19_GO:0032502 developmental process,-2.2,7.9,4.3,30198,382,30,3,10,5.5,1499|4089|4436,CTNNB1|SMAD4|MSH2,-0.77,mRMR-SVM
GO Biological Processes,19,GO:0006091,generation of precursor metabolites and energy,19_GO:0008152 metabolic process,-2.2,7.7,4.2,30198,394,30,3,10,5.5,208|4436|8659,AKT2|MSH2|ALDH4A1,-0.73,mRMR-SVM
GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-2.1,7.5,4.2,30198,400,30,3,10,5.5,1385|1499|6599,CREB1|CTNNB1|SMARCC1,-0.72,mRMR-SVM
GO Biological Processes,19,GO:0022412,cellular process involved in reproduction in multicellular organism,19_GO:0022414 reproductive process,-2.1,7.5,4.1,30198,402,30,3,10,5.5,1499|3815|4436,CTNNB1|KIT|MSH2,-0.71,mRMR-SVM
GO Biological Processes,19,GO:0060322,head development,19_GO:0032502 developmental process,-2.1,5.1,3.7,30198,789,30,4,13,6.2,1385|1499|4040|5595,CREB1|CTNNB1|LRP6|MAPK3,-0.71,mRMR-SVM
GO Biological Processes,19,GO:0045860,positive regulation of protein kinase activity,19_GO:0048518 positive regulation of biological process,-2.1,7.4,4.1,30198,409,30,3,10,5.5,905|3815|8817,CCNT2|KIT|FGF18,-0.69,mRMR-SVM
Reactome Gene Sets,6,R-HSA-112316,Neuronal System,,-2.1,7.4,4.1,30198,410,30,3,10,5.5,1385|3773|5595,CREB1|KCNJ16|MAPK3,-0.69,mRMR-SVM
GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-2.1,7.2,4,30198,417,30,3,10,5.5,1499|3815|4436,CTNNB1|KIT|MSH2,-0.67,mRMR-SVM
GO Biological Processes,19,GO:0009611,response to wounding,19_GO:0050896 response to stimulus,-2,6.9,3.9,30198,435,30,3,10,5.5,1311|3043|4089,COMP|HBB|SMAD4,-0.63,mRMR-SVM
GO Biological Processes,19,GO:0009314,response to radiation,19_GO:0050896 response to stimulus,-2,6.9,3.9,30198,435,30,3,10,5.5,208|3815|4436,AKT2|KIT|MSH2,-0.63,mRMR-SVM
GO Biological Processes,19,GO:0051960,regulation of nervous system development,19_GO:0032502 developmental process,-2,6.8,3.9,30198,443,30,3,10,5.5,1499|1523|3815,CTNNB1|CUX1|KIT,-0.61,mRMR-SVM
GO Biological Processes,19,GO:0048568,embryonic organ development,19_GO:0032502 developmental process,-2,6.8,3.9,30198,445,30,3,10,5.5,1499|3815|5595,CTNNB1|KIT|MAPK3,-0.6,mRMR-SVM
GO Biological Processes,19,GO:0007389,pattern specification process,19_GO:0032502 developmental process,-2,6.8,3.9,30198,447,30,3,10,5.5,1499|4040|4089,CTNNB1|LRP6|SMAD4,-0.6,mRMR-SVM
